docId,filename,Filename,Author,Title,Year,0 waters mineral heat,1 fibres motion muscles,2 cold water ice,3 glass put experiment,4 line equal mr,5 ore silver mines,6 salt water springs,7 trees tree sap,8 ground foot good,9 water lake holes,10 author amp book,11 diseases cure physicians,12 niter particles nitro,13 author part hath,14 time sun day,15 light wood shining,16 parts aerial fire,17 air weather inches,18 de des paris,19 parts seed body,20 blood vein dog,21 8 12 10,22 principles plants motion,23 trade comet rest,24 earth amp stones,25 sea east north,26 found small place,27 breasts lord giving,28 stones water mines,29 glasses glass foot,30 comet sun comets,31 vipers liquor poison,32 fire channel mountain,33 motion body soul,34 england mr seed,35 sound music ear,36 faetus egg eggs,37 stone stones plants,38 salt vitriol water,39 brain nerves spirits,40 powder side piece,41 day observed observations,42 salts spirits volatil,43 amp de ad,44 hath made parts,45 jupiter spots observations,46 world work takes,47 animals birds authors,48 years grass husbandry,49 eye eyes sight,50 urine body stone,51 fig square iron,52 town feet ancient,53 year remainder period,54 picture thereof monsieur,55 left death breast,56 sea jamaica rains,57 gems ipsum est,58 letters reason voice,59 method aequations number,60 rey corrupted gangrene,61 bodies body motion,62 prism image mr,63 fire great part,64 ad est pro,65 stone stones needles,66 good long great,67 country great people,68 moon stars sun,69 god amp pagan,70 liquor boiled days,71 grain grains silk,72 light hundred rowers,73 vessels dr trunks,74 nature bodies great,75 snails cochlea curva,76 blood heart motion,77 make china making,78 good trade places,79 send spiders hands,80 transfusion man operation,81 water kind called,82 child mother imm,83 sea ball needle,84 made make part,85 ships ship sea,86 oil surface liquors,87 plain center geometry,88 hunting dogs sheep,89 water weight bottom,90 letter account mr,91 white colour found,92 wind east west,93 spirit wine aqua,94 table mercury parts,95 air experiment experiments,96 moon tides motion,97 globuls blood hair,98 general philosophy knowledge,99 2 3 1
133,1671-An-Accompt-of-65baf1450762b7f561d1499732fdd6f8cc51fbc7.txt,1671-An-Accompt-of-65baf1450762b7f561d1499732fdd6f8cc51fbc7.txt,,An Accompt of Two Books,1671,9.487703667592837E-5,6.549120068443782E-5,0.0025827512225347284,0.009735110624289717,7.19089716962564E-5,1.4405740324385956E-4,1.1164610101917489E-4,0.15072827105012324,5.644291703328885E-4,6.369777067650879E-5,0.13262330979143763,0.0026642277340615615,5.345661888020445E-5,0.07615630393440313,0.0025919051371305047,0.002528604288423467,0.007117632195550837,1.4175635603745222E-4,1.901785161191092E-4,8.098829660341553E-5,1.2704802514302126E-4,2.860302190881314E-4,7.802759348605951E-5,8.234854874714342E-5,0.007452146608821026,1.4798070267324514E-4,0.02263058275001312,9.65934107878504E-5,1.1925444027669604E-4,1.4530766238601484E-4,1.125039401906002E-4,0.0024188601596018297,6.910893908776949E-5,2.4241302917059313E-4,0.026026737123886458,6.197133847269455E-5,4.66930967843087E-5,5.14760928334257E-5,0.03552558574897195,9.300717333287527E-5,0.021261000375565598,4.6105288617406386E-4,5.629094055236844E-5,1.1381304837346097E-4,0.04371703661373591,0.01659213422556573,0.018915700882506534,8.483284664590454E-5,4.327420206587093E-5,0.00245790320782034,0.021212694707733522,1.3835198067391148E-4,0.06589801432702799,3.4936857330763333E-5,0.03776915660252662,2.7539099512392665E-4,0.018870762096733162,2.4817649158187016E-5,7.773624961781744E-5,6.172265117610894E-5,1.636955988468635E-5,1.53352835190093E-4,6.066344520006169E-5,0.002623311416930453,2.193420038365043E-5,1.1149143848807806E-4,5.365549504436605E-5,0.012085644923511753,1.661948665392836E-4,3.9588266297259696E-5,0.007224483342535165,0.01892460099692456,1.7809734421345175E-5,0.0024543812773098095,4.4031848730327605E-4,1.2177534397732521E-5,2.5795554560805345E-4,1.1809642838674977E-4,0.018871054035808448,5.643319689942095E-5,0.03538241605878034,0.04740709632573954,6.240718500130888E-5,1.263442528732499E-4,0.0014867083717969819,4.646633333117265E-5,1.2532389143123874E-4,1.0836789771357038E-4,4.752119206712929E-5,1.183311842511228E-4,0.029676433842042167,0.02176397807163702,1.7992755869322596E-4,8.130870055192638E-5,8.216305920848365E-5,2.548302568553403E-4,1.3148712020946487E-4,1.409179155388465E-4,0.06362075743844532,0.0032567929469815918
134,1670-An-Account-of-74a671f6d52121495ba765d3339efe12c0bc43fd.txt,1670-An-Account-of-74a671f6d52121495ba765d3339efe12c0bc43fd.txt,,An Account of Some Books,1670,1.083884965679989E-4,7.481781713804623E-5,2.635760705127558E-4,3.735485812854158E-4,8.214954434686186E-5,1.645726500757526E-4,1.2754564709352401E-4,2.2645665885565993E-4,6.448096539995159E-4,7.276898436385947E-5,0.13807529819210473,0.03528746493394961,6.106938786278413E-5,0.052070930849793584,2.740335961217925E-4,2.0171805947334499E-4,7.029979541023045E-5,1.6194391022496672E-4,2.1726188089212357E-4,9.252185793313812E-5,1.451409626569753E-4,0.011074705158130454,8.913952042642903E-5,9.407582388715142E-5,0.027322305760498804,1.6905466744935254E-4,0.0016705411202513224,1.1034929989889236E-4,0.018945134787520627,1.6600095890037872E-4,1.2852565133212096E-4,7.634524486097626E-5,7.895075847192033E-5,2.769351225633434E-4,1.7637193778852976E-4,7.079669056597068E-5,0.15858547702210302,0.029615645422478888,0.05670670428367423,1.0625234557043556E-4,1.0591621528672561E-4,5.267115302244923E-4,6.430734591458629E-5,0.024312889141753224,0.0499427895198291,1.4612645455519148E-4,1.1360742784951714E-4,9.691391120214104E-5,0.00811039287475579,1.2094842225879985E-4,5.0731326556317536E-5,1.5805471700882853E-4,4.697601841035746E-5,3.991222295260472E-5,0.005530076001747463,3.146094879818341E-4,6.226889960053668E-5,2.8351936093830716E-5,8.880668621312066E-5,7.051258765617445E-5,1.870075254817836E-5,1.751918465525963E-4,6.930253992152877E-5,3.09912451212278E-4,2.505785473808203E-5,0.045806119534755156,6.129658602571068E-5,3.7183766479539264E-4,1.8986271444207617E-4,4.522604010441468E-5,0.005566338293965332,0.0028107603375244765,2.0346022660873274E-5,0.02967376354065869,0.0031900096689829573,1.3911739779391718E-5,0.03522550031600754,1.3491456701595917E-4,6.260241378445397E-5,6.446986101965797E-5,1.1645387841204387E-4,4.1864489635772304E-4,7.129460609564986E-5,1.4433696602175874E-4,0.031255269449461075,5.30836141941932E-5,1.431712946798796E-4,1.238005941261513E-4,5.42886955973202E-5,1.3518275451518332E-4,0.12794714786444517,0.032924347012710485,2.0555108233958038E-4,0.03233671182648027,9.386391874204137E-5,2.911206904040573E-4,1.5021223023901098E-4,1.6098606722849955E-4,0.013567326437801664,0.011781549538767287
135,1669-A-Preface-to-e09d258407f46b41a8a5a91935d16ef5e91b7c1d.txt,1669-A-Preface-to-e09d258407f46b41a8a5a91935d16ef5e91b7c1d.txt,,A Preface to This Fifth Year of the Transactions,1669,0.013070782698635024,3.0227528699681047E-5,0.06632703193186543,0.004493249974270392,3.31896572821522E-5,0.00983673391861447,5.153036877466385E-5,0.0033482399392153308,2.605128439678874E-4,2.9399769298891413E-5,0.04709984552715541,1.440942801890175E-4,0.008709334360957494,4.113720719341463E-4,0.0044530444164881935,8.149714419927716E-5,2.8402179649583106E-5,0.002236593138233264,0.02505617862357091,3.73802287075757E-5,0.01091446589894383,1.3201753160889949E-4,3.6013713244187956E-5,0.0022091734057946184,0.15542112026143,6.830064024337536E-5,0.031071238775248793,4.4582784653139434E-5,5.504200531300998E-5,0.020693137733760674,5.1926305295951826E-5,3.084463258078422E-5,3.1897299451656766E-5,0.0022830513256561344,0.04132339860386371,2.8602932801110593E-5,2.155124518063784E-5,2.3758841755966777E-5,1.1312923927485769E-4,4.29275531951538E-5,4.279175148125285E-5,0.006726295471454596,0.011967390571978714,5.2530525477516074E-5,0.09182609824895596,5.903729576472155E-5,4.589911757893207E-5,3.915468459679734E-5,1.9973250928849405E-5,4.886499025042907E-5,2.0496222532455782E-5,6.385649404458274E-5,1.897902129483199E-5,1.6125141188520818E-5,6.306891861133666E-5,0.0012126896629047115,2.5157576387184238E-5,1.1454610609482565E-5,3.587924319253634E-5,2.848815093245913E-5,7.555386617504519E-6,7.078015334031718E-5,2.799927336256828E-5,0.04029176831354475,1.0123751964726095E-5,5.145898412987744E-5,0.039105741071482375,1.5022803543555268E-4,0.009846951486777937,1.8272003615218277E-5,7.771943262873158E-5,5.000697422516693E-5,8.220100604795164E-6,4.723943972649996E-5,0.01757255224586718,5.620553091894695E-6,0.01423163442202702,5.450752377545831E-5,2.5292321157236934E-5,2.604679805935125E-5,4.704912661905477E-5,1.6913886429323496E-4,2.880409819912835E-5,0.065193274856143,0.020226679887336427,2.1446582283697893E-5,5.784336651952161E-5,5.001731078415589E-5,2.193345338060871E-5,5.4615875577740064E-5,0.06906190396409143,2.749416064908734E-4,0.001168628419038024,3.752811146812806E-5,0.00980816652267235,0.05005442023933298,6.0688010881352635E-5,6.504080382911486E-5,0.09775593233022582,0.001503176018228012
136,1668-Mr.-Norwood-An-Account-of-abd30194fb290c2b9710c3a6bf635e6c779cb69c.txt,1668-Mr.-Norwood-An-Account-of-abd30194fb290c2b9710c3a6bf635e6c779cb69c.txt,Mr. Norwood,"An Account of Some Particulars, Referring to Those of Jamaica, Numb. 27. and 36, Communicated by Mr. Norwood the Younger, an Eye-Witness",1668,1.5808766824616934E-4,1.0912388887322292E-4,3.8443310602346485E-4,5.448311035020964E-4,1.1981741904809263E-4,0.008078121059492698,1.86028910653948E-4,0.004249337013185039,0.07148325802110225,1.061356086944835E-4,0.005434522081284086,5.201923178979335E-4,8.907141840824132E-5,0.005404130954595349,3.9968570100821084E-4,0.059079865641797444,1.0253422721491366E-4,2.3619974411279564E-4,3.16882558911269E-4,1.3494572990296059E-4,2.1169217287787297E-4,4.765942526012308E-4,1.3001249559684816E-4,1.3721223291741818E-4,6.599146581536541E-4,2.465709833555369E-4,0.006355574782700955,0.08637990702377134,1.987062101838191E-4,2.4211706361961915E-4,1.8745827437663748E-4,1.1135168513185149E-4,1.1515189995519665E-4,4.0391765886373484E-4,2.5724342777976294E-4,1.0325896276362115E-4,7.780178484112464E-5,8.577139180954492E-5,0.012165536785332741,1.5497203198476352E-4,1.544817765198278E-4,0.012525354405460865,9.37940712219297E-5,1.8963955940999423E-4,0.05324774397728986,2.1312954050633478E-4,1.65699626185955E-4,1.4135166302404637E-4,7.210509454647403E-5,1.7640667283313864E-4,7.399306546605488E-5,2.3052724651050272E-4,6.851584300113925E-5,5.821309881478146E-5,2.2768403379170267E-4,0.11411113153385426,0.09806691124540005,0.003960395707773318,1.2952704754322136E-4,1.028445906856446E-4,2.727557313183523E-5,2.555222315484874E-4,0.011858210538708685,4.520160194478493E-4,3.654758532709621E-5,1.8577120615807864E-4,8.940279331373545E-5,5.423356837201456E-4,2.769201046552561E-4,6.596345046293004E-5,0.012037704442706765,1.8052932981884223E-4,2.9675245827616895E-5,1.7053830044671457E-4,7.336751376544224E-4,2.029066342470921E-5,4.2981518126073494E-4,1.9677668744684483E-4,9.130737979705601E-5,0.02752733638958538,1.6985125432414532E-4,0.13385808816172157,1.0398518655639384E-4,2.1051952119099018E-4,0.02991051439842495,7.74239430913641E-5,2.0881935678042983E-4,1.805666456551995E-4,7.918158818378081E-5,1.971678464512371E-4,0.05728607160841883,0.07545439066427395,2.9980203011815385E-4,1.354795989495873E-4,1.3690316330818342E-4,4.2460770821117094E-4,2.190887591622251E-4,0.03158715160091666,1.9310882599706528E-4,0.06421224444140991
137,1677-An-Account-of-26d996d87fef12d2f464d24507e3227be3726ea8.txt,1677-An-Account-of-26d996d87fef12d2f464d24507e3227be3726ea8.txt,,An Account of Two Books,1677,5.680140312639216E-5,3.920856111911025E-5,1.3812804042606912E-4,0.0016038844145541754,4.30507805979957E-5,8.624492207682701E-5,6.68407805899467E-5,0.0015268003341663003,0.0031541646719041904,3.813486252534724E-5,0.13713262789209463,0.08608252336098765,3.2003644561116224E-5,0.03855296789931905,1.4360834642377076E-4,0.026860083499431357,3.684087467985363E-5,8.486732097793894E-5,0.004338231500554295,0.028210983677791814,7.606167251207672E-5,0.017068740182295507,4.6713904100130866E-5,4.930079266953538E-5,0.04811335475993692,8.859374029756528E-5,0.017772951764451476,5.782896955619109E-5,7.139577472161377E-5,8.699343273898638E-5,6.735435553179669E-5,4.0009015416233424E-5,4.137444471595333E-5,1.4512890237119104E-4,0.01839805159407113,3.710127447269553E-5,2.795442929698997E-5,3.0817934484929345E-5,0.00437111614624237,5.56819450861626E-5,5.550579473485647E-5,2.7602517708907295E-4,3.370050877116066E-5,0.07329063094008581,0.0388458322181476,0.01556595160906687,5.9536403878289096E-5,0.002867037827789848,0.005658407039691192,6.338347986876251E-5,0.004250960531316749,8.282917450759185E-5,2.461796079370415E-5,2.091615196617353E-5,8.180759911460694E-5,1.6487229660052397E-4,0.060582001334033596,1.4857939748883435E-5,0.005679038930443063,3.695238926421224E-5,9.800200370798403E-6,9.180995230659079E-5,3.63182591548914E-5,0.0015705356589930156,1.3131663908332141E-5,6.674818654311337E-5,3.2122708620962E-5,0.06356048174540838,0.08036261542993087,2.370087801863368E-5,1.0081099102217865E-4,6.486476366524522E-5,1.0662410419669772E-5,0.007101899266684139,0.0016717366779906713,7.290500047696011E-6,0.005786933414096273,0.008519451665115653,3.280703261554271E-5,3.378567542896657E-5,6.1028097102209715E-5,0.014300641070773298,3.7362208996374026E-5,7.564033502299596E-5,0.00933881830476707,2.7818669551879997E-5,7.502946053078064E-5,6.487817136419761E-5,2.845019703631366E-5,0.01696834138385685,0.003685569787776389,0.004581005289111135,0.004332094412112463,4.8678251761891706E-5,0.1042504295564303,0.002968812627742034,7.87192895416505E-5,0.0014924902220631705,6.93846167409039E-5,0.02588791383758658
138,1665-Signor-Campani-Signor-Campani's-Answer:-4b7b0983a787e5d0885521d0cb321220f0d56749.txt,1665-Signor-Campani-Signor-Campani's-Answer:-4b7b0983a787e5d0885521d0cb321220f0d56749.txt,Signor Campani,Signor Campani's Answer: And Monsieur Auzout's Animadversions Thereon,1665,1.4398097521613215E-4,9.938639815268567E-5,3.501288501797256E-4,4.962139961996315E-4,1.0912570875269626E-4,2.1861481063116837E-4,1.6942892681952865E-4,3.0082021264839134E-4,8.565514399711457E-4,9.666477224013213E-5,0.004949581442864042,4.7377381209934803E-4,8.112327690438616E-5,0.06916991785619596,3.640204049407253E-4,2.6795798300843765E-4,9.338475411280836E-5,2.1512284848306153E-4,2.886060650219851E-4,1.2290406967370673E-4,1.928021700536199E-4,0.004003400350544113,1.1841104441598896E-4,1.249683250199476E-4,6.010282591582594E-4,2.2456862725212052E-4,0.02363511653205951,1.4658566468714042E-4,1.8097498837934346E-4,0.21794989847389326,1.707307436216522E-4,1.0141540067678333E-4,1.0487650958152104E-4,3.6787473099836E-4,2.3428873365376117E-4,9.404481907697886E-5,7.085927055067592E-5,7.811772275085404E-5,3.719625156587839E-4,1.411433576314549E-4,1.4069684930648822E-4,6.996724023358577E-4,8.542451156276083E-5,1.7271738527315663E-4,0.05920427173952181,0.3606968656887718,1.5091369261043198E-4,1.2873837989015589E-4,6.567091504371217E-5,1.6066531356258347E-4,6.739041598389722E-5,2.0995652687334865E-4,6.240194445589511E-5,5.301854869953398E-5,2.0736702356457515E-4,4.179205573116733E-4,8.271668280310586E-5,3.7662109331816596E-5,1.17968914520891E-4,9.366742280976022E-5,2.4841682230300896E-5,2.3272112553690617E-4,9.206002111669353E-5,4.1168111349502756E-4,3.328632166929075E-5,1.6919421816043786E-4,8.142508211528282E-5,4.939412510970887E-4,2.522095946353695E-4,6.007731046728135E-5,2.5553708184954766E-4,1.6442009203372198E-4,2.702722408041001E-5,1.5532059573289766E-4,6.682068436028906E-4,1.8480059451080722E-5,3.914613305843278E-4,1.7921764342983956E-4,8.315971595670899E-5,8.564039317433842E-5,1.546948570409211E-4,5.561189826913601E-4,9.470623948420345E-5,1.9173415801106568E-4,0.14859886171874873,7.051514488792544E-5,1.9018570497500055E-4,1.644540780528045E-4,7.21159494117542E-5,1.7957389800391093E-4,0.04860490903891882,9.039923919327647E-4,2.73049689119151E-4,1.2339029979414426E-4,1.2468683472888963E-4,3.86718537826322E-4,1.9953873412788378E-4,2.138504702039813E-4,1.7587707756309167E-4,0.044205033626044686
139,1676-Mr.-Newton-A-Letter-from-65b71111997662ece37426349c0a1a83a4f1fe5c.txt,1676-Mr.-Newton-A-Letter-from-65b71111997662ece37426349c0a1a83a4f1fe5c.txt,Mr. Newton,A Letter from Liege concerning Mr. Newton's Experiment of the Coloured Spectrum; together with Some Exceptions against His Theory of Light and Colours,1676,4.5112882085182557E-5,3.114027290065719E-5,1.097042266109665E-4,1.554763986420272E-4,0.050360513592417416,6.849755086929986E-5,5.3086369125884514E-5,9.425458302164557E-5,2.6837923589075735E-4,3.0287518648307546E-5,4.3246637916892033E-4,1.4844532125304414E-4,2.5417974977996535E-5,0.016080871654763594,1.1405680215764622E-4,0.0012023207205909352,2.9259805988401632E-5,6.740343078574722E-5,9.042758156666904E-5,3.850895435772657E-5,6.040979754679235E-5,1.3600390567210496E-4,3.7101175876209114E-5,3.915573778094538E-5,0.005780130886361965,7.03630322412285E-5,0.11476829967742253,4.592899719204111E-5,5.670404231440327E-5,0.030264885082219743,5.349426126442955E-5,3.177601072284343E-5,3.286046370469761E-5,1.1526446002143625E-4,0.0011917712929755571,2.9466621040546435E-5,2.2202002120044854E-5,2.447625882469649E-5,1.1654526637170924E-4,0.0045176746066730705,4.408388235315366E-5,2.1922506454378693E-4,2.676566061266236E-5,5.41167263535519E-5,0.02190528425117086,6.0819973729762445E-5,4.72850778344436E-5,4.033699134975242E-5,2.057635908039806E-5,0.0022870659183661206,2.1115122226317057E-5,0.015722862568403027,1.95521078941094E-5,1.6612052614723487E-5,6.49733346255026E-5,1.309450835061636E-4,2.5917229357367635E-5,1.1800491660894991E-5,3.696264539470663E-5,2.9348373242343476E-5,7.783527508206336E-6,7.291741620250605E-5,0.49546352326631315,1.2899010790779077E-4,1.0429446683924957E-5,5.30128289651373E-5,0.0011438752436772805,1.5476429010361246E-4,7.902364660648788E-5,1.8823741254960606E-5,8.006623253221754E-5,5.1516974469840127E-5,8.468313061493498E-6,4.866587207219747E-5,0.006919542341899332,5.7902701498743475E-6,1.226547383850527E-4,5.615342168295558E-5,2.605604285261118E-5,2.6833301783121437E-5,4.846981230954549E-5,1.7424614643585248E-4,2.9673860787291206E-5,0.0022968005733371905,0.03873124381513027,2.209417884392908E-5,0.019071755986197824,5.152762314942514E-5,2.2595751399723397E-5,0.004529715867219403,0.00963733412168391,0.11211951423548001,8.555337543822841E-5,3.866130255551197E-5,3.906753975138237E-5,0.006831344934375221,6.252053349843697E-5,0.003422092878955407,0.0011734694433758932,0.02950763324747434
140,"1665-Promiscuous-Inquiries,-Chiefly-ae9a26aa80cebffd9e85d771e43736d826c1abe0.txt","1665-Promiscuous-Inquiries,-Chiefly-ae9a26aa80cebffd9e85d771e43736d826c1abe0.txt",,"Promiscuous Inquiries, Chiefly about Cold, Formerly Sent and Recommended to Monsieur Heuelius; Together with His Answer Return'd to Some of Them",1665,2.9397593677781587E-5,2.0292409782646863E-5,0.13635254487936305,1.0131545098654526E-4,2.2280952333432027E-5,4.4636101160121727E-5,3.459347834272085E-5,6.142054787603922E-5,0.02568203768394411,0.005121166644450698,0.017772431541622613,9.673368306030027E-5,1.6563501731151648E-5,0.007563920226717048,0.001531875977162563,5.471083867417332E-5,1.9067012520139475E-5,0.005874128754924551,0.002974029516635797,2.50941757839168E-5,3.936575541957999E-5,0.02559577593362229,2.4176803674774442E-5,2.5515649105825363E-5,0.0606110995363021,0.0015034031411369697,0.06458535328998281,0.10497363078501838,3.695091776000894E-5,0.011705434756975303,0.0357448687745666,2.0706685291512377E-5,2.141336388639823E-5,7.511153365907526E-5,4.783635466349835E-5,1.920178255894839E-5,1.4467828411537028E-5,1.594983690738258E-5,0.006634927500851492,2.881821762728569E-5,2.8727050927717136E-5,0.011074492523762877,7.46217418609261E-4,3.526490569832046E-5,0.07403408135929541,3.963304476590218E-5,3.0813094640562115E-5,2.628540733986257E-5,1.3408485905899441E-5,3.280415068127E-5,1.375956833114516E-5,4.286827935257225E-5,1.2741037522937679E-5,1.0825164572714618E-5,0.016075405050183157,0.0051867596647924,1.6888838457785333E-5,7.689733907711986E-6,2.4086530949580166E-5,1.912472694724309E-5,5.07209844483071E-6,0.0036913948051737143,1.879653260226925E-5,0.04235304661753536,6.7962990109828564E-6,7.633212602339533E-4,1.6625123392947306E-5,0.02196412252841549,0.07875927141144223,1.2266400888866797E-5,0.007339931817042043,3.357078982702461E-5,5.5183356729009356E-6,7.604885865813993E-4,1.3643242276601677E-4,3.7732018280096265E-6,0.006638908709045971,3.6592108461074355E-5,1.697929560752932E-5,0.018965654096278803,3.1585121190524985E-5,0.014689060746994565,1.9336829347960573E-5,3.9147691998194935E-5,0.036899440908604086,1.4397565889752812E-5,3.883153360910889E-5,3.357772898810623E-5,1.4724413244956722E-5,3.666484742675145E-5,0.0616670761541078,0.022776621215991208,0.0022420775595576267,0.007312950492607619,2.545817528202093E-5,0.0029940618202501787,4.07412063994214E-5,4.366333275227599E-5,3.5910041973768625E-5,0.04692198471871719
141,1665-An-Experiment-of-6f5b68cf952e5f320791438713b4a5b935cb103b.txt,1665-An-Experiment-of-6f5b68cf952e5f320791438713b4a5b935cb103b.txt,,"An Experiment of a Way of Preparing a Liquor, That Shall Sink into, and Colour the Whole Body of Marble, Causing a Picture, Drawn on a Surface, to Appear Also in the Inmost Parts of the Stone",1665,1.59968438102677E-4,1.1042213637788001E-4,3.890067087951033E-4,0.10762436234262115,1.2124288753991257E-4,2.4288951891237212E-4,1.882420976246868E-4,3.34222903372074E-4,9.516618136604392E-4,1.0739830461345827E-4,0.049121530071614135,5.263810487581154E-4,9.013110156175421E-5,0.00546842393021313,0.004370109259559824,0.004263380189460105,1.0375407747866622E-4,2.3900981376446772E-4,3.206525124532826E-4,1.3655117999202573E-4,2.1421067582009696E-4,4.8226429703936743E-4,1.3155925497030619E-4,0.016001518629900298,0.07601546708236381,2.49504439697384E-4,0.01832819257748328,1.628623489530113E-4,2.0107021905662158E-4,2.449975316539306E-4,1.8968846649542766E-4,1.1267643674082078E-4,1.1652186274077E-4,4.087230694674203E-4,2.6030385425148176E-4,1.0448743521017311E-4,7.87273931022562E-5,8.67918145285068E-5,4.132647564954911E-4,1.568157350995746E-4,1.5631964706268266E-4,7.773631288244977E-4,9.490993980187892E-5,1.9189570228879432E-4,0.01819021621937942,2.1566514381912103E-4,1.6767095554783695E-4,1.4303332453460062E-4,7.296292925191398E-5,1.7850538398772874E-4,7.487336137188386E-5,2.3326983042707694E-4,6.933097636125114E-5,5.8905660370779956E-5,0.10730344217248233,4.643259201696121E-4,9.19014372085239E-5,4.1844061664529705E-5,1.3106803153852187E-4,1.0406813334531131E-4,2.7600070775038143E-5,2.5856218093919906E-4,1.0228224782913466E-4,4.573936565113063E-4,3.698239215025909E-5,0.023981992300659543,9.046641883631716E-5,5.48787854325009E-4,2.802146246597231E-4,6.674821799501058E-5,0.06770027601654173,1.826770882462111E-4,3.0028292390047854E-5,1.7256719554282528E-4,0.004708072170366322,2.053206155880219E-5,4.3492869483047E-4,1.9911774077705876E-4,9.239366419547972E-5,9.514979263081909E-5,1.7187197562876615E-4,0.00854920671266346,1.0522229889139299E-4,2.130240730896613E-4,0.042163365439054926,7.834505616712565E-5,0.00814264067296129,0.023976725821471805,8.012361197285056E-5,1.995135534022725E-4,0.16107498520157454,0.15963111037105288,3.033687765153997E-4,0.07548479281638296,1.3853190099321038E-4,4.296592684454634E-4,2.2169525933205705E-4,2.3759615223262507E-4,1.9540624275948666E-4,0.0015254819366639825
142,"1665-Robert-Moray-An-Account,-How-5e786fbc00cf77e5e16292e9e38a976e3469c030.txt","1665-Robert-Moray-An-Account,-How-5e786fbc00cf77e5e16292e9e38a976e3469c030.txt",Robert Moray,"An Account, How Adits\ Mines are Wrought at Liege without Air-Shafts, Communicated by Sir Robert Moray",1665,8.690528083213752E-5,5.998850076816286E-5,2.11333796056225E-4,2.9950913047944457E-4,6.586703799528466E-5,0.04752896400389978,0.002256674947478033,1.8157166265159896E-4,0.06730370145520681,5.8345758288502354E-5,0.0029875111253270708,2.8596449030575096E-4,4.8965088275141946E-5,0.002970804259896068,2.197185806841071E-4,1.6173639419794853E-4,5.63659766120574E-5,1.2984570727324219E-4,1.7419934191266364E-4,7.418350010737628E-5,1.1637319936473123E-4,2.619973956526256E-4,7.147156110834037E-5,7.54294611817822E-5,3.627738287769768E-4,1.3554707202209922E-4,0.07674376540675346,8.847744180422908E-5,0.021653330168672213,1.330986258545525E-4,1.0305113713007355E-4,6.121318363964036E-5,6.330226965190916E-5,2.2204500810241393E-4,1.4141401781326922E-4,5.676438432524716E-5,4.2769850652302934E-5,4.715096993501529E-5,2.2451234848097553E-4,8.51925270969971E-5,0.025937837885897923,4.223143128751442E-4,5.1561264647401246E-5,1.0425025146012755E-4,0.0034188822029157942,1.1716336117049576E-4,9.10897902867864E-5,7.77050234687871E-5,0.004348457362573494,9.697575790259909E-5,4.0676089446426836E-5,0.35991312592820784,3.7665104707551616E-5,3.200139363640808E-5,1.2516437946855018E-4,2.522521002804336E-4,4.992684997247697E-5,2.2732421302876864E-5,7.120469652682122E-5,5.653659222605904E-5,1.4994157160876987E-5,1.4046782736397184E-4,5.556638282626631E-5,0.006711714759419023,2.0091245584329553E-5,1.0212370781858212E-4,4.914725447154536E-5,0.011070185188253917,1.522308458978304E-4,3.6261982042844346E-5,0.004463058423734619,0.01302569953260517,1.6313325391047726E-5,9.374974694344193E-5,4.033220591129803E-4,1.1154353927523779E-5,0.004545100755997347,1.081737334322418E-4,5.019425975056767E-5,5.169156833545782E-5,9.337205817815798E-5,3.3566709972846637E-4,5.7163610168464814E-5,1.1572855942983044E-4,0.06383966979385769,4.25621403119751E-5,1.147939307696716E-4,9.926261310367843E-5,4.3528367735368104E-5,0.06043185678566924,0.08104320061416719,5.456395372590192E-4,1.6480969015807116E-4,7.447698308387533E-5,7.52595568401899E-5,0.06917452522555524,1.2043931290395939E-4,0.008746716002917493,1.0615740582818034E-4,0.052534570937024364
